2024-05-05 14:09:45,315 INFO    StreamThr :3802 [internal.py:wandb_internal():86] W&B internal server running at pid: 3802, started at: 2024-05-05 14:09:45.313289
2024-05-05 14:09:45,317 DEBUG   HandlerThread:3802 [handler.py:handle_request():146] handle_request: status
2024-05-05 14:09:45,319 INFO    WriterThread:3802 [datastore.py:open_for_write():87] open: /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240505_140941-3o8fhfok/run-3o8fhfok.wandb
2024-05-05 14:09:45,321 DEBUG   SenderThread:3802 [sender.py:send():379] send: header
2024-05-05 14:09:45,321 DEBUG   SenderThread:3802 [sender.py:send():379] send: run
2024-05-05 14:09:45,546 INFO    SenderThread:3802 [dir_watcher.py:__init__():211] watching files in: /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240505_140941-3o8fhfok/files
2024-05-05 14:09:45,546 INFO    SenderThread:3802 [sender.py:_start_run_threads():1124] run started: 3o8fhfok with start time 1714932584.384185
2024-05-05 14:09:45,567 DEBUG   HandlerThread:3802 [handler.py:handle_request():146] handle_request: check_version
2024-05-05 14:09:45,568 DEBUG   SenderThread:3802 [sender.py:send_request():406] send_request: check_version
2024-05-05 14:09:45,694 DEBUG   HandlerThread:3802 [handler.py:handle_request():146] handle_request: run_start
2024-05-05 14:09:45,696 DEBUG   HandlerThread:3802 [system_info.py:__init__():26] System info init
2024-05-05 14:09:45,696 DEBUG   HandlerThread:3802 [system_info.py:__init__():41] System info init done
2024-05-05 14:09:45,696 INFO    HandlerThread:3802 [system_monitor.py:start():194] Starting system monitor
2024-05-05 14:09:45,697 INFO    SystemMonitor:3802 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-05 14:09:45,697 INFO    HandlerThread:3802 [system_monitor.py:probe():214] Collecting system info
2024-05-05 14:09:45,697 INFO    SystemMonitor:3802 [interfaces.py:start():190] Started cpu monitoring
2024-05-05 14:09:45,698 DEBUG   HandlerThread:3802 [system_info.py:probe():150] Probing system
2024-05-05 14:09:45,698 INFO    SystemMonitor:3802 [interfaces.py:start():190] Started disk monitoring
2024-05-05 14:09:45,700 INFO    SystemMonitor:3802 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-05 14:09:45,709 INFO    SystemMonitor:3802 [interfaces.py:start():190] Started memory monitoring
2024-05-05 14:09:45,711 INFO    SystemMonitor:3802 [interfaces.py:start():190] Started network monitoring
2024-05-05 14:09:45,712 DEBUG   HandlerThread:3802 [system_info.py:_probe_git():135] Probing git
2024-05-05 14:09:45,746 DEBUG   HandlerThread:3802 [system_info.py:_probe_git():143] Probing git done
2024-05-05 14:09:45,746 DEBUG   HandlerThread:3802 [system_info.py:probe():198] Probing system done
